txn_id,country,payment_method,amount,timestamp,selected_psp,best_psp,outcome,reward,latency_ms,attempts,final_psp,final_outcome,psp_ranking
txn_19313,XAF,MTN,3951.61,2026-04-26T15:32:27.038471,Afriex,Afriex,failure,-30.9023,1520,Afriex,Afriex,failure,Afriex
txn_19314,EGP,Bank Transfer,2653.88,2026-04-26T15:32:27.043260,Afriex,Afriex,failure,-21.172,1788,Afriex,Afriex,failure,Afriex
txn_19315,CLP,Bank Transfer,2921.82,2026-04-26T15:32:27.047963,directa24,directa24,success,42.0669,1042,directa24,directa24,success,directa24
txn_19316,KES,M-Pesa,2068.69,2026-04-26T15:32:27.052697,Fincra,Fincra,success,11.0006,658,Fincra→Passpoint,Passpoint,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_19317,XOF,Wave,2883.74,2026-04-26T15:32:27.062228,payaza,payaza,success,41.9885,1759,payaza,payaza,success,payaza
txn_19318,TZS,Mobile Money,4953.21,2026-04-26T15:32:27.067008,relworx,relworx,success,72.5363,1186,relworx,relworx,success,relworx|yellowcard|Dusupay|Bitlipa|payaza
txn_19319,NGN,Bank Transfer,2228.06,2026-04-26T15:32:27.071875,Fincra,Fincra,success,12.1973,715,Fincra→korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_19320,EUR,Bank Transfer,4523.9,2026-04-26T15:32:27.081331,clearjunction,clearjunction,success,66.1004,807,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_19321,BRL,PIX,1263.83,2026-04-26T15:32:27.086073,directa24,tazapay,success,17.1971,1036,directa24,directa24,success,tazapay|Alfred|bitso|directa24|BRLA
txn_19322,GLOBAL,Google Pay,4689.84,2026-04-26T15:32:27.090860,checkout,checkout,failure,-37.4315,767,checkout,checkout,failure,checkout
txn_19323,KES,Mobile Money,1695.81,2026-04-26T15:32:27.095546,Fincra,Fincra,success,8.2049,670,Fincra→korapay,korapay,success,Fincra|Passpoint|korapay|yellowcard|Sasapay
txn_19324,PHP,GCash,4218.63,2026-04-26T15:32:27.104945,Xendit,Xendit,success,28.1149,683,Xendit→CoinsPH,CoinsPH,success,Xendit|paymongo|CoinsPH|wingpay|Innovative
txn_19325,XAF,MTN,2359.26,2026-04-26T15:32:27.114399,Afriex,Afriex,failure,-18.9611,1668,Afriex,Afriex,failure,Afriex
txn_19326,XOF,Wave,4534.54,2026-04-26T15:32:27.119095,payaza,payaza,failure,-35.2732,1415,payaza,payaza,failure,payaza
txn_19327,TZS,Bank Transfer,2739.2,2026-04-26T15:32:27.123768,relworx,relworx,failure,-66.4167,1097,relworx→yellowcard→Bitlipa,Bitlipa,failure,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_19328,GLOBAL,Google Pay,623.58,2026-04-26T15:32:27.137849,checkout,checkout,success,7.0959,778,checkout,checkout,success,checkout
txn_19329,XOF,Wave,232.27,2026-04-26T15:32:27.142517,payaza,payaza,failure,-3.0085,1644,payaza,payaza,failure,payaza
txn_19330,UGX,Mobile Money,4662.39,2026-04-26T15:32:27.147351,Fincra,Fincra,failure,-110.1887,782,Fincra→relworx→Bitlipa,Bitlipa,failure,Fincra|relworx|Bitlipa|payaza|Dusupay
txn_19331,NGN,Bank Transfer,1970.79,2026-04-26T15:32:27.162269,Fincra,Fincra,success,27.3048,703,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard
txn_19332,BRL,PIX QR,1020.5,2026-04-26T15:32:27.167166,directa24,directa24,success,13.549,851,directa24,directa24,success,directa24|tazapay|Alfred|bitso|BRLA
txn_19333,IDR,QRIS,4508.82,2026-04-26T15:32:27.172216,payok,payok,success,65.8712,1107,payok,payok,success,payok|brick|awepay
txn_19334,VND,Bank Transfer,1341.88,2026-04-26T15:32:27.177155,awepay,awepay,success,18.862,1624,awepay,awepay,success,awepay|1vnpay|M2pay
txn_19335,XOF,Wave,4024.37,2026-04-26T15:32:27.181934,payaza,payaza,success,59.0985,1700,payaza,payaza,success,payaza
txn_19336,XAF,MTN,3479.22,2026-04-26T15:32:27.186718,Afriex,Afriex,failure,-27.3591,1493,Afriex,Afriex,failure,Afriex
txn_19337,COP,PSE,837.67,2026-04-26T15:32:27.191540,directa24,directa24,success,2.763,1122,directa24→bitso,bitso,success,directa24|bitso|Alfred|cobre
txn_19338,JPY,Bank Transfer,4885.8,2026-04-26T15:32:27.201012,Shimatomo,Shimatomo,success,72.0244,1258,Shimatomo,Shimatomo,success,Shimatomo
txn_19339,TZS,Mobile Money,2088.94,2026-04-26T15:32:27.205737,yellowcard,relworx,success,29.5753,885,yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_19340,ZAR,Bank Transfer,2095.24,2026-04-26T15:32:27.210563,Bitlipa,Bitlipa,success,30.1618,1682,Bitlipa,Bitlipa,success,Bitlipa
txn_19341,COP,Bank Transfer,4022.32,2026-04-26T15:32:27.215276,directa24,directa24,success,26.6468,1044,directa24→bitso,bitso,success,directa24|Alfred|bitso|cobre
txn_19342,BRL,PIX QR,2244.19,2026-04-26T15:32:27.224670,directa24,bitso,success,13.311,1152,directa24→Alfred,Alfred,success,bitso|directa24|Alfred|tazapay|BRLA
txn_19343,NGN,Bank Transfer,3152.24,2026-04-26T15:32:27.234106,Fincra,Fincra,success,19.1281,565,Fincra→korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_19344,CAD,Interac Bank Transfer,3213.25,2026-04-26T15:32:27.243458,apaylo,apaylo,success,46.9349,1389,apaylo,apaylo,success,apaylo
txn_19345,EGP,Bank Transfer,3276.71,2026-04-26T15:32:27.248126,Afriex,Afriex,failure,-25.8416,1629,Afriex,Afriex,failure,Afriex
txn_19346,UGX,Airtel,672.68,2026-04-26T15:32:27.252797,Fincra,Fincra,success,7.8329,729,Fincra,Fincra,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_19347,PHP,GCash,846.78,2026-04-26T15:32:27.257574,Xendit,Xendit,success,10.4458,594,Xendit,Xendit,success,Xendit|paymongo|wingpay|CoinsPH|Innovative
txn_19348,JPY,Bank Transfer,4731.41,2026-04-26T15:32:27.262340,Shimatomo,Shimatomo,success,69.7072,1390,Shimatomo,Shimatomo,success,Shimatomo
txn_19349,ARS,Bank Transfer,2262.03,2026-04-26T15:32:27.267031,bitso,bitso,success,32.1705,995,bitso,bitso,success,bitso
txn_19350,XAF,MTN,892.5,2026-04-26T15:32:27.271735,Afriex,Afriex,success,12.1203,1718,Afriex,Afriex,success,Afriex
txn_19351,ZAR,Bank Transfer,4795.09,2026-04-26T15:32:27.276399,Bitlipa,Bitlipa,success,70.663,1332,Bitlipa,Bitlipa,success,Bitlipa
txn_19352,GHS,MTN,812.91,2026-04-26T15:32:27.281092,korapay,korapay,success,9.9357,798,korapay,korapay,success,korapay|Bitlipa
txn_19353,CLP,Bank Transfer,1270.52,2026-04-26T15:32:27.285811,directa24,directa24,success,17.2971,1069,directa24,directa24,success,directa24
txn_19354,ARS,Bank Transfer,4791.86,2026-04-26T15:32:27.290477,bitso,bitso,failure,-37.6971,816,bitso,bitso,failure,bitso
txn_19355,CLP,Bank Transfer,879.15,2026-04-26T15:32:27.295166,directa24,directa24,failure,-8.3556,1199,directa24,directa24,failure,directa24
txn_19356,EUR,SEPA Bank Transfer,3111.67,2026-04-26T15:32:27.299832,clearjunction,clearjunction,success,44.9136,1141,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_19357,PLN,BLIK,1632.27,2026-04-26T15:32:27.304651,Vimoni,Vimoni,success,23.2182,1586,Vimoni,Vimoni,success,Vimoni
txn_19358,ARS,Bank Transfer,4704.94,2026-04-26T15:32:27.309564,bitso,bitso,success,68.8135,1062,bitso,bitso,success,bitso
txn_19359,AUD,PayID,2188.92,2026-04-26T15:32:27.314283,Banxa,Banxa,success,31.5681,1567,Banxa,Banxa,success,Banxa
txn_19360,GLOBAL,Google Pay,1844.26,2026-04-26T15:32:27.318985,checkout,checkout,failure,-16.0892,730,checkout,checkout,failure,checkout
txn_19361,GHS,MTN,2450.79,2026-04-26T15:32:27.323785,korapay,korapay,success,34.5057,619,korapay,korapay,success,korapay|Bitlipa
txn_19362,MXN,SPEI,2534.7,2026-04-26T15:32:27.328634,directa24,bitso,success,15.4877,1197,directa24→bitso,bitso,success,bitso|directa24|tazapay|Alfred
txn_19363,CLP,Bank Transfer,1447.9,2026-04-26T15:32:27.338063,directa24,directa24,failure,-12.6176,840,directa24,directa24,failure,directa24
txn_19364,CLP,Bank Transfer,3479.86,2026-04-26T15:32:27.342784,directa24,directa24,success,50.4368,1107,directa24,directa24,success,directa24
txn_19365,ZAR,Bank Transfer,2752.49,2026-04-26T15:32:27.347439,Bitlipa,Bitlipa,success,40.0204,1693,Bitlipa,Bitlipa,success,Bitlipa
txn_19366,GLOBAL,Google Pay,3444.83,2026-04-26T15:32:27.352111,checkout,checkout,success,49.4166,583,checkout,checkout,success,checkout
txn_19367,CLP,Bank Transfer,1801.34,2026-04-26T15:32:27.356777,directa24,directa24,success,25.2603,975,directa24,directa24,success,directa24
txn_19368,XOF,Wave,4560.65,2026-04-26T15:32:27.361468,payaza,payaza,success,67.1468,1292,payaza,payaza,success,payaza
txn_19369,CAD,Interac Bank Transfer,4939.82,2026-04-26T15:32:27.366146,apaylo,apaylo,failure,-38.3151,1648,apaylo,apaylo,failure,apaylo
txn_19370,AUD,PayID,4523.18,2026-04-26T15:32:27.370815,Banxa,Banxa,failure,-35.188,1418,Banxa,Banxa,failure,Banxa
txn_19371,GHS,Mobile Money,173.73,2026-04-26T15:32:27.375487,korapay,korapay,success,0.3499,608,korapay,korapay,success,korapay|Bitlipa
txn_19372,GHS,Mobile Money,2026.53,2026-04-26T15:32:27.380248,korapay,korapay,success,28.1397,822,korapay,korapay,success,korapay|Bitlipa
txn_19373,XAF,MTN,3475.74,2026-04-26T15:32:27.384965,Afriex,Afriex,success,50.8705,1563,Afriex,Afriex,success,Afriex
txn_19374,PLN,BLIK,3215.52,2026-04-26T15:32:27.390038,Vimoni,Vimoni,failure,-25.3817,1531,Vimoni,Vimoni,failure,Vimoni
txn_19375,JPY,Bank Transfer,1579.24,2026-04-26T15:32:27.395238,Shimatomo,Shimatomo,success,22.4243,1428,Shimatomo,Shimatomo,success,Shimatomo
txn_19376,VND,MoMo,4115.27,2026-04-26T15:32:27.400043,awepay,1vnpay,success,60.4623,1678,awepay,awepay,success,1vnpay|awepay|M2pay
txn_19377,VND,Local Wallet,394.94,2026-04-26T15:32:27.404988,awepay,1vnpay,success,4.6564,1773,awepay,awepay,success,1vnpay|awepay|M2pay
txn_19378,CLP,Bank Transfer,4331.77,2026-04-26T15:32:27.409872,directa24,directa24,success,63.2174,917,directa24,directa24,success,directa24
txn_19379,THB,Bank Transfer,3426.09,2026-04-26T15:32:27.414574,payok,payok,success,49.6327,867,payok,payok,success,payok|awepay|M2pay
txn_19380,MYR,FPX,368.44,2026-04-26T15:32:27.419306,M2pay,awepay,success,0.2309,1604,M2pay→awepay,awepay,success,awepay|M2pay
txn_19381,CLP,Bank Transfer,2803.54,2026-04-26T15:32:27.429003,directa24,directa24,success,40.2944,872,directa24,directa24,success,directa24
txn_19382,XOF,Wave,3866.57,2026-04-26T15:32:27.433774,payaza,payaza,failure,-30.2643,1505,payaza,payaza,failure,payaza
txn_19383,IDR,Ewallet,2014.31,2026-04-26T15:32:27.438571,payok,payok,success,28.4537,1097,payok,payok,success,payok|awepay|brick
txn_19384,XOF,Wave,1002.18,2026-04-26T15:32:27.443409,payaza,payaza,success,13.7669,1576,payaza,payaza,success,payaza
txn_19385,XOF,Wave,1127.54,2026-04-26T15:32:27.448123,payaza,payaza,success,15.6484,1475,payaza,payaza,success,payaza
txn_19386,UGX,Airtel,626.1,2026-04-26T15:32:27.452834,Fincra,Fincra,success,7.1343,717,Fincra,Fincra,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_19387,GHS,Mobile Money,874.48,2026-04-26T15:32:27.457630,korapay,korapay,success,3.0343,776,korapay→Bitlipa,Bitlipa,success,korapay|Bitlipa
txn_19388,GHS,MTN,2154.56,2026-04-26T15:32:27.467006,korapay,korapay,success,30.0603,807,korapay,korapay,success,korapay|Bitlipa
txn_19389,BRL,Bank Transfer,1147.21,2026-04-26T15:32:27.471696,directa24,directa24,success,15.45,811,directa24,directa24,success,directa24|tazapay|Alfred|bitso|BRLA
txn_19390,PEN,Bank Transfer,462.68,2026-04-26T15:32:27.476488,directa24,directa24,success,5.1818,836,directa24,directa24,success,directa24
txn_19391,ARS,Bank Transfer,1398.81,2026-04-26T15:32:27.481155,bitso,bitso,failure,-12.2504,932,bitso,bitso,failure,bitso
txn_19392,UGX,MTN,4814.49,2026-04-26T15:32:27.485821,Fincra,Fincra,success,32.0916,735,Fincra→relworx,relworx,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_19393,JPY,Bank Transfer,285.84,2026-04-26T15:32:27.495188,Shimatomo,Shimatomo,failure,-3.4104,1660,Shimatomo,Shimatomo,failure,Shimatomo
txn_19394,EGP,Bank Transfer,598.85,2026-04-26T15:32:27.499826,Afriex,Afriex,success,7.7196,1313,Afriex,Afriex,success,Afriex
txn_19395,CLP,Bank Transfer,4380.3,2026-04-26T15:32:27.504518,directa24,directa24,failure,-34.6124,1018,directa24,directa24,failure,directa24
txn_19396,GHS,MTN,1070.3,2026-04-26T15:32:27.509447,korapay,korapay,success,13.7981,638,korapay,korapay,success,korapay|Bitlipa
txn_19397,CAD,Interac Bank Transfer,3020.29,2026-04-26T15:32:27.514557,apaylo,apaylo,success,44.0411,1321,apaylo,apaylo,success,apaylo
txn_19398,MXN,SPEI,1719.9,2026-04-26T15:32:27.519296,directa24,bitso,success,9.3794,865,directa24→Alfred,Alfred,success,bitso|directa24|Alfred|tazapay
txn_19399,EGP,Bank Transfer,1876.98,2026-04-26T15:32:27.528923,Afriex,Afriex,success,26.8895,1522,Afriex,Afriex,success,Afriex
txn_19400,IDR,OVO,4728.64,2026-04-26T15:32:27.533701,payok,payok,success,69.1686,1101,payok,payok,success,payok|awepay|brick
txn_19401,EUR,SEPA Bank Transfer,3903.49,2026-04-26T15:32:27.538500,clearjunction,clearjunction,success,56.7927,966,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_19402,XOF,Wave,2533.57,2026-04-26T15:32:27.543300,payaza,payaza,success,36.7388,1477,payaza,payaza,success,payaza
txn_19403,EGP,Bank Transfer,2314.59,2026-04-26T15:32:27.548025,Afriex,Afriex,success,33.4513,1760,Afriex,Afriex,success,Afriex
txn_19404,PHP,PayMaya,2078.73,2026-04-26T15:32:27.552732,Xendit,Xendit,success,11.5758,604,Xendit→paymongo,paymongo,success,Xendit|paymongo|CoinsPH|Innovative|wingpay
txn_19405,MYR,DuitNow,2417.35,2026-04-26T15:32:27.562218,awepay,awepay,success,34.9938,1642,awepay,awepay,success,awepay|M2pay
txn_19406,IDR,Ewallet,4715.97,2026-04-26T15:32:27.567191,payok,payok,success,68.9787,1081,payok,payok,success,payok|awepay|brick
txn_19407,CAD,Interac Bank Transfer,365.34,2026-04-26T15:32:27.571950,apaylo,apaylo,success,4.2148,1531,apaylo,apaylo,success,apaylo
txn_19408,CLP,Bank Transfer,3980.08,2026-04-26T15:32:27.576643,directa24,directa24,failure,-31.6108,1017,directa24,directa24,failure,directa24
txn_19409,AUD,PayID,2710.16,2026-04-26T15:32:27.581336,Banxa,Banxa,failure,-21.5936,1738,Banxa,Banxa,failure,Banxa
txn_19410,BRL,PIX,4131.41,2026-04-26T15:32:27.586010,bitso,bitso,failure,-98.2382,927,bitso→directa24→tazapay,tazapay,failure,bitso|tazapay|directa24|Alfred|BRLA
txn_19411,PHP,ShopeePay,1680.47,2026-04-26T15:32:27.600058,Xendit,Xendit,success,22.9503,675,Xendit,Xendit,success,Xendit|paymongo|wingpay|Innovative|CoinsPH
txn_19412,KES,M-Pesa,2640.55,2026-04-26T15:32:27.604856,korapay,Fincra,success,37.3501,811,korapay,korapay,success,Fincra|Passpoint|korapay|yellowcard|Sasapay
txn_19413,CLP,Bank Transfer,349.97,2026-04-26T15:32:27.609637,directa24,directa24,success,3.4909,867,directa24,directa24,success,directa24
txn_19414,ARS,Bank Transfer,4123.15,2026-04-26T15:32:27.614338,bitso,bitso,success,60.0872,1004,bitso,bitso,success,bitso
txn_19415,EUR,SEPA Bank Transfer,2790.06,2026-04-26T15:32:27.619016,clearjunction,clearjunction,success,17.896,1195,clearjunction→altpay,altpay,success,clearjunction|openpayd|altpay
txn_19416,EUR,SEPA Bank Transfer,529.24,2026-04-26T15:32:27.628428,clearjunction,clearjunction,success,0.9451,1187,clearjunction→altpay,altpay,success,clearjunction|openpayd|altpay
txn_19417,CAD,Interac Bank Transfer,2907.79,2026-04-26T15:32:27.638233,apaylo,apaylo,failure,-23.0707,1225,apaylo,apaylo,failure,apaylo
txn_19418,KES,M-Pesa,1309.02,2026-04-26T15:32:27.642982,Fincra,Fincra,success,5.303,794,Fincra→Passpoint,Passpoint,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_19419,BRL,Bank Transfer,4963.87,2026-04-26T15:32:27.652556,tazapay,directa24,success,72.6968,1122,tazapay,tazapay,success,directa24|tazapay|Alfred|bitso|BRLA
txn_19420,UGX,MTN,2985.26,2026-04-26T15:32:27.657338,Fincra,Fincra,success,42.5229,602,Fincra,Fincra,success,Fincra|relworx|Bitlipa|payaza|Dusupay
txn_19421,EUR,SEPA Bank Transfer,3574.67,2026-04-26T15:32:27.662122,clearjunction,clearjunction,success,23.7811,1132,clearjunction→altpay,altpay,success,clearjunction|openpayd|altpay
txn_19422,XOF,Wave,1352.72,2026-04-26T15:32:27.671469,payaza,payaza,failure,-11.4083,1288,payaza,payaza,failure,payaza
txn_19423,PEN,Bank Transfer,4406.23,2026-04-26T15:32:27.676151,directa24,directa24,failure,-34.8063,958,directa24,directa24,failure,directa24
txn_19424,GHS,MTN,1463.63,2026-04-26T15:32:27.680851,korapay,korapay,success,19.6967,773,korapay,korapay,success,korapay|Bitlipa
txn_19425,COP,PSE,3130.06,2026-04-26T15:32:27.685551,Alfred,directa24,success,45.1898,1107,Alfred,Alfred,success,directa24|Alfred|bitso|cobre
txn_19426,TZS,Mobile Money,3824.02,2026-04-26T15:32:27.690311,yellowcard,relworx,success,55.6014,889,yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_19427,ARS,Bank Transfer,4318.36,2026-04-26T15:32:27.695116,bitso,bitso,failure,-34.147,929,bitso,bitso,failure,bitso
txn_19428,GHS,MTN,1857.68,2026-04-26T15:32:27.699796,korapay,korapay,success,10.4104,687,korapay→Bitlipa,Bitlipa,success,korapay|Bitlipa
txn_19429,MYR,DuitNow,401.63,2026-04-26T15:32:27.709110,awepay,awepay,failure,-8.5545,1582,awepay→M2pay,M2pay,failure,awepay|M2pay
txn_19430,VND,Bank Transfer,2238.13,2026-04-26T15:32:27.718509,1vnpay,awepay,success,32.3073,1465,1vnpay,1vnpay,success,awepay|1vnpay|M2pay
txn_19431,MXN,CODI,3461.59,2026-04-26T15:32:27.723237,directa24,directa24,success,50.1651,877,directa24,directa24,success,directa24|bitso|tazapay|Alfred
txn_19432,PLN,BLIK,710.24,2026-04-26T15:32:27.728035,Vimoni,Vimoni,success,9.3898,1383,Vimoni,Vimoni,success,Vimoni
txn_19433,PEN,Bank Transfer,4636.88,2026-04-26T15:32:27.732695,directa24,directa24,success,67.7939,926,directa24,directa24,success,directa24
txn_19434,MYR,FPX,1271.05,2026-04-26T15:32:27.737363,awepay,awepay,success,17.8007,1508,awepay,awepay,success,awepay|M2pay
txn_19435,ZAR,Bank Transfer,1951.69,2026-04-26T15:32:27.742064,Bitlipa,Bitlipa,success,28.0112,1420,Bitlipa,Bitlipa,success,Bitlipa
txn_19436,PEN,Bank Transfer,876.34,2026-04-26T15:32:27.746853,directa24,directa24,success,11.3843,1083,directa24,directa24,success,directa24
txn_19437,BRL,PIX,2228.81,2026-04-26T15:32:27.751888,bitso,directa24,success,13.1944,1177,bitso→tazapay,tazapay,success,directa24|bitso|tazapay|Alfred|BRLA
txn_19438,ARS,Bank Transfer,4104.29,2026-04-26T15:32:27.761627,bitso,bitso,success,59.8047,964,bitso,bitso,success,bitso
txn_19439,COP,PSE,3767.57,2026-04-26T15:32:27.766310,directa24,directa24,success,54.7523,1128,directa24,directa24,success,directa24|bitso|Alfred|cobre
txn_19440,XAF,MTN,822.89,2026-04-26T15:32:27.771120,Afriex,Afriex,success,11.0799,1344,Afriex,Afriex,success,Afriex
txn_19441,XAF,MTN,2152.55,2026-04-26T15:32:27.775905,Afriex,Afriex,failure,-17.4094,1529,Afriex,Afriex,failure,Afriex
txn_19442,EGP,Bank Transfer,3738.34,2026-04-26T15:32:27.780601,Afriex,Afriex,success,54.8084,1672,Afriex,Afriex,success,Afriex
txn_19443,ZAR,Bank Transfer,4746.39,2026-04-26T15:32:27.785312,Bitlipa,Bitlipa,success,69.9279,1792,Bitlipa,Bitlipa,success,Bitlipa
txn_19444,NGN,Bank Transfer,934.66,2026-04-26T15:32:27.790022,Fincra,Fincra,success,2.4966,633,Fincra→korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_19445,COP,PSE,218.41,2026-04-26T15:32:27.799426,directa24,directa24,success,1.5168,939,directa24,directa24,success,directa24|Alfred|bitso|cobre
txn_19446,CAD,Interac Bank Transfer,3274.45,2026-04-26T15:32:27.804189,apaylo,apaylo,failure,-25.8209,1248,apaylo,apaylo,failure,apaylo
txn_19447,MXN,SPEI,3841.07,2026-04-26T15:32:27.808873,bitso,bitso,success,55.8569,913,bitso,bitso,success,bitso|tazapay|Alfred|directa24
txn_19448,UGX,Mobile Money,4316.35,2026-04-26T15:32:27.813649,Fincra,Fincra,success,62.4877,753,Fincra,Fincra,success,Fincra|relworx|payaza|Bitlipa|Dusupay
txn_19449,XAF,MTN,4114.37,2026-04-26T15:32:27.818443,Afriex,Afriex,failure,-32.1221,1430,Afriex,Afriex,failure,Afriex
txn_19450,COP,Bank Transfer,3112.81,2026-04-26T15:32:27.823122,directa24,directa24,success,44.9333,887,directa24,directa24,success,directa24|Alfred|bitso|cobre
txn_19451,CLP,Bank Transfer,257.65,2026-04-26T15:32:27.827885,directa24,directa24,failure,-3.6937,1131,directa24,directa24,failure,directa24
txn_19452,MYR,FPX,268.89,2026-04-26T15:32:27.832623,awepay,M2pay,success,2.7654,1794,awepay,awepay,success,M2pay|awepay
txn_19453,CAD,Interac Bank Transfer,3345.11,2026-04-26T15:32:27.837438,apaylo,apaylo,success,48.914,1264,apaylo,apaylo,success,apaylo
txn_19454,XAF,MTN,4620.94,2026-04-26T15:32:27.842137,Afriex,Afriex,failure,-35.9249,1787,Afriex,Afriex,failure,Afriex
txn_19455,XAF,MTN,1891.7,2026-04-26T15:32:27.846826,Afriex,Afriex,failure,-15.4535,1572,Afriex,Afriex,failure,Afriex
txn_19456,VND,Bank Transfer,1822.29,2026-04-26T15:32:27.851514,1vnpay,1vnpay,success,26.0719,1241,1vnpay,1vnpay,success,1vnpay|M2pay|awepay
txn_19457,JPY,Bank Transfer,4978.31,2026-04-26T15:32:27.856258,Shimatomo,Shimatomo,failure,-38.6053,1798,Shimatomo,Shimatomo,failure,Shimatomo
txn_19458,TZS,Bank Transfer,4907.55,2026-04-26T15:32:27.860931,relworx,relworx,success,71.8539,935,relworx,relworx,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_19459,NGN,Bank Transfer,259.21,2026-04-26T15:32:27.867664,Fincra,Fincra,success,1.6299,829,Fincra,Fincra,success,Fincra|korapay|yellowcard|Passpoint
txn_19460,GHS,Mobile Money,3449.52,2026-04-26T15:32:27.873067,korapay,korapay,failure,-55.2678,756,korapay→Bitlipa,Bitlipa,failure,korapay|Bitlipa
txn_19461,EGP,Bank Transfer,1029.09,2026-04-26T15:32:27.882741,Afriex,Afriex,success,14.172,1437,Afriex,Afriex,success,Afriex
txn_19462,GLOBAL,Card,4813.33,2026-04-26T15:32:27.887522,checkout,checkout,success,69.9435,644,checkout,checkout,success,checkout
txn_19463,EUR,SEPA Bank Transfer,1767.66,2026-04-26T15:32:27.892424,clearjunction,clearjunction,success,24.7533,1159,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_19464,NGN,Bank Transfer,1318.61,2026-04-26T15:32:27.897357,Fincra,Fincra,success,17.5214,773,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard
txn_19465,GHS,MTN,3344.24,2026-04-26T15:32:27.902191,korapay,korapay,success,47.906,759,korapay,korapay,success,korapay|Bitlipa
txn_19466,EUR,SEPA Bank Transfer,286.59,2026-04-26T15:32:27.906956,clearjunction,clearjunction,success,2.5394,949,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_19467,UGX,Mobile Money,4074.35,2026-04-26T15:32:27.911742,Fincra,Fincra,success,58.8585,678,Fincra,Fincra,success,Fincra|relworx|payaza|Dusupay|Bitlipa
txn_19468,JPY,Bank Transfer,2907.78,2026-04-26T15:32:27.916553,Shimatomo,Shimatomo,success,42.3506,1609,Shimatomo,Shimatomo,success,Shimatomo
txn_19469,ZAR,Bank Transfer,1957.11,2026-04-26T15:32:27.921290,Bitlipa,Bitlipa,success,28.0921,1453,Bitlipa,Bitlipa,success,Bitlipa
txn_19470,XOF,Wave,4673.36,2026-04-26T15:32:27.926044,payaza,payaza,failure,-36.3126,1237,payaza,payaza,failure,payaza
txn_19471,BRL,PIX QR,2287.35,2026-04-26T15:32:27.930775,directa24,directa24,success,-5.278,902,directa24→bitso→tazapay,tazapay,success,directa24|bitso|tazapay|Alfred|BRLA
txn_19472,THB,Thai QR,266.59,2026-04-26T15:32:27.944923,payok,payok,success,2.2388,1006,payok,payok,success,payok|M2pay|awepay
txn_19473,ARS,Bank Transfer,2428.49,2026-04-26T15:32:27.949709,bitso,bitso,success,34.6654,1191,bitso,bitso,success,bitso
txn_19474,EUR,SEPA Bank Transfer,344.2,2026-04-26T15:32:27.954424,clearjunction,clearjunction,success,3.4023,1070,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_19475,NGN,Bank Transfer,1708.15,2026-04-26T15:32:27.959167,Fincra,Fincra,success,8.2977,612,Fincra→korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_19476,CAD,Interac Bank Transfer,4444.74,2026-04-26T15:32:27.968581,apaylo,apaylo,success,65.4043,1677,apaylo,apaylo,success,apaylo
txn_19477,IDR,Ewallet,3611.76,2026-04-26T15:32:27.973264,payok,payok,success,52.4163,1007,payok,payok,success,payok|awepay|brick
txn_19478,EUR,Bank Transfer,489.66,2026-04-26T15:32:27.978024,clearjunction,openpayd,success,0.6441,1190,clearjunction→altpay,altpay,success,openpayd|clearjunction|altpay
txn_19479,ARS,Bank Transfer,913.8,2026-04-26T15:32:27.987370,bitso,bitso,failure,-8.6155,1198,bitso,bitso,failure,bitso
txn_19480,MXN,SPEI,1558.5,2026-04-26T15:32:27.992074,tazapay,tazapay,success,21.6178,966,tazapay,tazapay,success,tazapay|bitso|Alfred|directa24
txn_19481,ARS,Bank Transfer,2688.48,2026-04-26T15:32:27.996908,bitso,bitso,success,38.5685,874,bitso,bitso,success,bitso
txn_19482,JPY,Bank Transfer,1146.12,2026-04-26T15:32:28.001672,Shimatomo,Shimatomo,success,15.927,1483,Shimatomo,Shimatomo,success,Shimatomo
txn_19483,PEN,Bank Transfer,4160.78,2026-04-26T15:32:28.006454,directa24,directa24,failure,-32.965,912,directa24,directa24,failure,directa24
txn_19484,GLOBAL,Google Pay,189.23,2026-04-26T15:32:28.011342,checkout,checkout,success,0.5827,574,checkout,checkout,success,checkout
