txn_id,chosen_psp,best_psp,chosen_score,best_score,regret,is_optimal,counterfactual_psp,counterfactual_regret,decision_quality
txn_14580,bitso,directa24,0.6457,0.6617,0.016,0,tazapay,0.008,Near-optimal
txn_14581,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14582,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14583,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14584,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14585,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14586,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14587,Alfred,directa24,0.6297,0.6617,0.032,0,directa24,-0.032,Near-optimal
txn_14588,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14589,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14590,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14591,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14592,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14593,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14594,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14595,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_14596,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14597,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14598,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14599,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14600,awepay,1vnpay,0.5943,0.6103,0.016,0,M2pay,0.016,Near-optimal
txn_14601,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14602,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14603,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14604,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14605,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14606,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14607,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14608,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14609,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14610,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14611,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14612,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14613,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_14614,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14615,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14616,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14617,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14618,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14619,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14620,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14621,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_14622,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14623,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14624,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14625,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14626,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14627,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14628,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14629,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14630,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14631,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14632,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14633,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_14634,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14635,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14636,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14637,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14638,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14639,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14640,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14641,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14642,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14643,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14644,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14645,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14646,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14647,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14648,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14649,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14650,M2pay,1vnpay,0.5783,0.6103,0.032,0,1vnpay,-0.032,Near-optimal
txn_14651,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14652,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14653,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14654,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14655,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14656,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14657,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14658,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14659,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14660,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14661,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14662,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14663,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14664,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14665,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14666,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14667,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14668,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14669,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14670,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14671,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14672,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14673,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14674,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_14675,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14676,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_14677,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14678,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14679,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14680,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14681,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14682,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14683,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14684,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14685,yellowcard,relworx,0.6617,0.6777,0.016,0,relworx,-0.016,Near-optimal
txn_14686,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14687,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14688,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14689,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14690,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14691,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_14692,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14693,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14694,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14695,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14696,yellowcard,relworx,0.6617,0.6777,0.016,0,relworx,-0.016,Near-optimal
txn_14697,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14698,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14699,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14700,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14701,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14702,bitso,directa24,0.6457,0.6617,0.016,0,tazapay,0.008,Near-optimal
txn_14703,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14704,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14705,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14706,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14707,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14708,yellowcard,relworx,0.6617,0.6777,0.016,0,relworx,-0.016,Near-optimal
txn_14709,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14710,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14711,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14712,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_14713,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14714,openpayd,openpayd,0.6457,0.6457,0.0,1,altpay,0.043333,Optimal
txn_14715,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14716,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_14717,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14718,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14719,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14720,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14721,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14722,awepay,1vnpay,0.5943,0.6103,0.016,0,M2pay,0.016,Near-optimal
txn_14723,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14724,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14725,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14726,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14727,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14728,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14729,clearjunction,openpayd,0.6377,0.6457,0.008,0,altpay,0.035333,Near-optimal
txn_14730,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14731,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14732,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14733,bitso,directa24,0.6457,0.6617,0.016,0,tazapay,0.008,Near-optimal
txn_14734,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14735,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14736,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14737,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14738,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14739,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_14740,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14741,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14742,yellowcard,relworx,0.6617,0.6777,0.016,0,relworx,-0.016,Near-optimal
txn_14743,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14744,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_14745,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14746,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14747,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14748,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14749,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14750,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14751,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14752,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14753,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14754,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14755,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14756,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14757,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14758,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14759,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14760,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14761,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14762,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_14763,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14764,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14765,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14766,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14767,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14768,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14769,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_14770,tazapay,directa24,0.6377,0.6617,0.024,0,Alfred,0.008,Near-optimal
txn_14771,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14772,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14773,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14774,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14775,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14776,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_14777,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_14778,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_14779,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14780,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14781,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14782,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14783,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_14784,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14785,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14786,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_14787,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14788,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14789,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14790,tazapay,directa24,0.6377,0.6617,0.024,0,directa24,-0.024,Near-optimal
txn_14791,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14792,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14793,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14794,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14795,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14796,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14797,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14798,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14799,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14800,payok,payok,0.6937,0.6937,0.0,1,brick,0.099333,Optimal
txn_14801,tazapay,directa24,0.6377,0.6617,0.024,0,Alfred,0.008,Near-optimal
txn_14802,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_14803,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14804,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14805,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14806,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14807,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14808,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14809,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_14810,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14811,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14812,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_14813,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14814,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14815,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14816,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14817,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14818,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14819,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14820,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14821,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_14822,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14823,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14824,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14825,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14826,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14827,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14828,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_14829,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_14830,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14831,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14832,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14833,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14834,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14835,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14836,yellowcard,Fincra,0.6617,0.737,0.075333,0,Fincra,-0.075333,Suboptimal
txn_14837,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14838,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14839,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14840,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14841,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14842,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14843,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14844,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14845,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14846,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_14847,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14848,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_14849,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14850,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14851,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14852,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14853,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14854,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14855,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14856,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14857,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14858,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14859,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14860,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14861,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14862,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_14863,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_14864,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14865,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14866,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14867,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14868,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14869,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_14870,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14871,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14872,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14873,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_14874,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14875,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14876,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14877,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14878,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_14879,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14880,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14881,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14882,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_14883,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_14884,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_14885,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14886,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_14887,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_14888,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_14889,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_14890,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14891,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_14892,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_14893,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_14894,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_14895,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_14896,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_14897,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
